Sample ID	AF Z	X intensity	Y intensity	Z intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Declination: Unrotated	Inclination: Unrotated	Intensity	X corr	Y corr	Z corr	X std dev	Y std dev	Z std dev	Sample Timestamp	Declination: Sample Rotated	Inclination: Sample Rotated	X drift	Y drift	Z drift	X bkg #1	X bkg #2	Y bkg #1	Y bkg #2	Z bkg #1	Z bkg #2	Data type	Leader length	Trailer length	Volume	Temp C	Treatment Type	Position	Run #	Offline Comment	ARM Gauss	ARM axis	IRM Gauss	Depth	Sample Timestamp	Meas. type	Tray Timestamp	Drift corrected	Tray corrected	AF X	AF Y	X intensity	X meter	X mean	X corr	X std dev	Y intensity	Y meter	Y mean	Y corr	Y std dev	Z intensity	Z meter	Z mean	Z corr	Z std dev	# MM averaged	X drift	Y drift	Z drift
Z50A	100	3.0834E-6	-5.8530E-7	3.5350E-7	0.00	90.00	0.00	0.00	349.25	6.43	3.1583E-6	3.0834E-5	-5.8530E-6	3.5350E-6	1.8042E-7	3.4028E-8	4.4287E-8	02/28/23 1435	349.25	6.43	3.9997E-8	-3.9263E-10	2.8801E-8	-4.8847E-6	-4.8072E-6	6.5915E-7	6.5839E-7	3.7527E-6	3.8085E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183454	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	100	100	3.0834E-6	1.0864E+0	3.0879E-5	3.0834E-5	1.8042E-7	-5.8530E-7	-2.2770E-1	-5.8510E-6	-5.8530E-6	3.4028E-8	3.5350E-7	4.3885E-1	3.5493E-6	3.5350E-6	4.4287E-8	6	3.9997E-8	-3.9263E-10	2.8801E-8
Z34A1	100	-3.1803E-5	-2.8272E-5	-2.0029E-6	0.00	90.00	0.00	0.00	221.64	-2.69	4.2600E-5	-3.1803E-4	-2.8272E-4	-2.0029E-5	2.5583E-8	1.0246E-8	1.6963E-7	02/28/23 1435	221.64	-2.69	5.1215E-8	-5.0275E-10	3.6879E-8	-4.8847E-6	-4.8072E-6	6.5915E-7	6.5839E-7	3.7527E-6	3.8085E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183455	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	100	100	-3.1803E-5	-1.3497E+1	-3.1797E-4	-3.1803E-4	2.5583E-8	-2.8272E-5	-1.2371E+1	-2.8272E-4	-2.8272E-4	1.0246E-8	-2.0029E-6	-9.7635E-1	-2.0014E-5	-2.0029E-5	1.6963E-7	6	5.1215E-8	-5.0275E-10	3.6879E-8
Z6-Ps-0,5m1	150	-6.6307E-6	3.1507E-6	8.3615E-6	0.00	90.00	0.00	0.00	154.58	48.72	1.1127E-5	-5.3046E-5	2.5206E-5	6.6892E-5	5.2341E-8	4.9074E-8	5.6929E-8	02/28/23 1435	154.58	48.72	1.8714E-8	2.5952E-11	1.3171E-8	-8.9150E-6	-8.8328E-6	6.6842E-7	6.6853E-7	3.9246E-6	3.9825E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183453	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	150	150	-6.6307E-6	-2.5899E+0	-5.3023E-5	-5.3046E-5	5.2341E-8	3.1507E-6	1.1351E+0	2.5210E-5	2.5206E-5	4.9074E-8	8.3615E-6	4.2533E+0	6.6884E-5	6.6892E-5	5.6929E-8	6	1.8714E-8	2.5952E-11	1.3171E-8
Z42A	150	-9.9219E-6	-2.3582E-6	2.7899E-6	0.00	90.00	0.00	0.00	193.37	15.30	1.0573E-5	-9.9219E-5	-2.3582E-5	2.7899E-5	1.5559E-7	2.3531E-7	7.8457E-8	02/28/23 1435	193.37	15.30	3.0558E-8	4.2376E-11	2.1507E-8	-8.9150E-6	-8.8328E-6	6.6842E-7	6.6853E-7	3.9246E-6	3.9825E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183454	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	150	150	-9.9219E-6	-4.5190E+0	-9.9168E-5	-9.9219E-5	1.5559E-7	-2.3582E-6	-1.0047E+0	-2.3576E-5	-2.3582E-5	2.3531E-7	2.7899E-6	1.9117E+0	2.7897E-5	2.7899E-5	7.8457E-8	6	3.0558E-8	4.2376E-11	2.1507E-8
Z50A	150	1.3239E-6	-2.3844E-7	-3.9696E-7	0.00	90.00	0.00	0.00	349.79	-16.44	1.4025E-6	1.3239E-5	-2.3844E-6	-3.9696E-6	1.0870E-7	6.6447E-9	1.7071E-7	02/28/23 1435	349.79	-16.44	4.2426E-8	5.8836E-11	2.9861E-8	-8.9150E-6	-8.8328E-6	6.6842E-7	6.6853E-7	3.9246E-6	3.9825E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183455	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	150	150	1.3239E-6	1.8220E-1	1.3286E-5	1.3239E-5	1.0870E-7	-2.3844E-7	-7.5090E-2	-2.3819E-6	-2.3844E-6	6.6447E-9	-3.9696E-7	-1.2783E-3	-3.9542E-6	-3.9696E-6	1.7071E-7	6	4.2426E-8	5.8836E-11	2.9861E-8
Z34A1	150	-1.4203E-5	-1.3068E-5	-7.0817E-7	0.00	90.00	0.00	0.00	222.62	-2.10	1.9313E-5	-1.4203E-4	-1.3068E-4	-7.0817E-6	5.7742E-8	1.1670E-7	1.1636E-7	02/28/23 1435	222.62	-2.10	5.4282E-8	7.5276E-11	3.8205E-8	-8.9150E-6	-8.8328E-6	6.6842E-7	6.6853E-7	3.9246E-6	3.9825E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183456	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	150	150	-1.4203E-5	-6.3085E+0	-1.4197E-4	-1.4203E-4	5.7742E-8	-1.3068E-5	-5.7018E+0	-1.3067E-4	-1.3068E-4	1.1670E-7	-7.0817E-7	-1.8815E-1	-7.0656E-6	-7.0817E-6	1.1636E-7	6	5.4282E-8	7.5276E-11	3.8205E-8
Z6-Ps-0,5m1	200	-5.4701E-6	2.5958E-6	6.6454E-6	0.00	90.00	0.00	0.00	154.61	47.66	8.9901E-6	-4.3760E-5	2.0766E-5	5.3163E-5	1.4377E-7	2.2857E-7	7.1287E-9	02/28/23 1435	154.61	47.66	-3.8125E-10	-3.4610E-11	1.3440E-8	1.2109E-5	1.2108E-5	6.8092E-7	6.8077E-7	3.9069E-6	3.9659E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183454	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	200	200	-5.4701E-6	-1.3230E+0	-4.3757E-5	-4.3760E-5	1.4377E-7	2.5958E-6	9.4089E-1	2.0770E-5	2.0766E-5	2.2857E-7	6.6454E-6	3.4277E+0	5.3156E-5	5.3163E-5	7.1287E-9	6	-3.8125E-10	-3.4610E-11	1.3440E-8
Z42A	200	-7.8345E-6	-1.8260E-6	2.2158E-6	0.00	90.00	0.00	0.00	193.12	15.40	8.3440E-6	-7.8345E-5	-1.8260E-5	2.2158E-5	2.2374E-7	1.4357E-7	1.5845E-7	02/28/23 1435	193.12	15.40	-6.2280E-10	-5.6537E-11	2.1954E-8	1.2109E-5	1.2108E-5	6.8092E-7	6.8077E-7	3.9069E-6	3.9659E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183455	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	200	200	-7.8345E-6	-2.7681E+0	-7.8325E-5	-7.8345E-5	2.2374E-7	-1.8260E-6	-7.7072E-1	-1.8254E-5	-1.8260E-5	1.4357E-7	2.2158E-6	1.5658E+0	2.2156E-5	2.2158E-5	1.5845E-7	6	-6.2280E-10	-5.6537E-11	2.1954E-8
Z50A	200	7.2876E-7	-1.9805E-7	-4.8418E-7	0.00	90.00	0.00	0.00	344.80	-32.67	8.9708E-7	7.2876E-6	-1.9805E-6	-4.8418E-6	4.4606E-8	1.7843E-8	1.5459E-7	02/28/23 1435	344.80	-32.67	-8.6430E-10	-7.8460E-11	3.0467E-8	1.2109E-5	1.2108E-5	6.8092E-7	6.8077E-7	3.9069E-6	3.9659E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183456	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	200	200	7.2876E-7	8.1114E-1	7.2911E-6	7.2876E-6	4.4606E-8	-1.9805E-7	-5.6860E-2	-1.9781E-6	-1.9805E-6	1.7843E-8	-4.8418E-7	-5.4732E-2	-4.8259E-6	-4.8418E-6	1.5459E-7	6	-8.6430E-10	-7.8460E-11	3.0467E-8
Z34A1	200	-8.9789E-6	-7.4315E-6	-3.4584E-7	0.00	90.00	0.00	0.00	219.61	-1.70	1.1660E-5	-8.9789E-5	-7.4315E-5	-3.4584E-6	1.4545E-8	4.3676E-8	6.2483E-8	02/28/23 1435	219.61	-1.70	-1.1058E-9	-1.0038E-10	3.8981E-8	1.2109E-5	1.2108E-5	6.8092E-7	6.8077E-7	3.9069E-6	3.9659E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183457	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	200	200	-8.9789E-6	-3.2471E+0	-8.9782E-5	-8.9789E-5	1.4545E-8	-7.4315E-6	-3.2293E+0	-7.4310E-5	-7.4315E-5	4.3676E-8	-3.4584E-7	2.8410E-2	-3.4416E-6	-3.4584E-6	6.2483E-8	6	-1.1058E-9	-1.0038E-10	3.8981E-8
Z6-Ps-0,5m1	250	-4.4821E-6	1.8267E-6	5.2100E-6	0.00	90.00	0.00	0.00	157.83	47.11	7.1113E-6	-3.5857E-5	1.4614E-5	4.1680E-5	1.4035E-7	1.4080E-7	5.2972E-8	02/28/23 1435	157.83	47.11	1.7689E-8	2.6819E-10	1.3021E-8	-1.0413E-5	-1.0336E-5	6.7173E-7	6.7290E-7	3.6783E-6	3.7355E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183455	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	250	250	-4.4821E-6	-1.9339E+0	-3.5836E-5	-3.5857E-5	1.4035E-7	1.8267E-6	6.7064E-1	1.4618E-5	1.4614E-5	1.4080E-7	5.2100E-6	2.7240E+0	4.1672E-5	4.1680E-5	5.2972E-8	6	1.7689E-8	2.6819E-10	1.3021E-8
Z42A	250	-6.2161E-6	-1.4693E-6	1.6171E-6	0.00	90.00	0.00	0.00	193.30	14.21	6.5889E-6	-6.2161E-5	-1.4693E-5	1.6171E-5	8.1293E-8	1.1305E-7	1.0780E-7	02/28/23 1435	193.30	14.21	2.8894E-8	4.3806E-10	2.1268E-8	-1.0413E-5	-1.0336E-5	6.7173E-7	6.7290E-7	3.6783E-6	3.7355E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183456	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	250	250	-6.2161E-6	-3.0324E+0	-6.2112E-5	-6.2161E-5	8.1293E-8	-1.4693E-6	-6.1464E-1	-1.4686E-5	-1.4693E-5	1.1305E-7	1.6171E-6	1.1922E+0	1.6169E-5	1.6171E-5	1.0780E-7	6	2.8894E-8	4.3806E-10	2.1268E-8
Z50A	250	2.6880E-7	-1.0767E-8	-3.4706E-7	0.00	90.00	0.00	0.00	357.71	-52.22	4.3911E-7	2.6880E-6	-1.0767E-7	-3.4706E-6	1.5555E-8	2.2494E-9	2.1043E-7	02/28/23 1435	357.71	-52.22	4.0103E-8	6.0799E-10	2.9519E-8	-1.0413E-5	-1.0336E-5	6.7173E-7	6.7290E-7	3.6783E-6	3.7355E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183457	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	250	250	2.6880E-7	-3.2148E-1	2.7325E-6	2.6880E-6	1.5555E-8	-1.0767E-8	2.4890E-2	-1.0465E-7	-1.0767E-7	2.2494E-9	-3.4706E-7	1.3610E-2	-3.4555E-6	-3.4706E-6	2.1043E-7	6	4.0103E-8	6.0799E-10	2.9519E-8
Z34A1	250	-5.0941E-6	-4.4284E-6	-1.8762E-7	0.00	90.00	0.00	0.00	221.00	-1.59	6.7524E-6	-5.0941E-5	-4.4284E-5	-1.8762E-6	1.7221E-7	1.7785E-7	3.4074E-8	02/28/23 1435	221.00	-1.59	5.1295E-8	7.7767E-10	3.7757E-8	-1.0413E-5	-1.0336E-5	6.7173E-7	6.7290E-7	3.6783E-6	3.7355E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183458	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	250	250	-5.0941E-6	-2.5629E+0	-5.0881E-5	-5.0941E-5	1.7221E-7	-4.4284E-6	-1.9126E+0	-4.4278E-5	-4.4284E-5	1.7785E-7	-1.8762E-7	1.0940E-1	-1.8606E-6	-1.8762E-6	3.4074E-8	6	5.1295E-8	7.7767E-10	3.7757E-8
Z6-Ps-0,5m1	300	-3.7762E-6	1.8070E-6	4.4025E-6	0.00	90.00	0.00	0.00	154.43	46.44	6.0751E-6	-3.0210E-5	1.4456E-5	3.5220E-5	3.3103E-7	1.4768E-7	2.7272E-8	02/28/23 1435	154.43	46.44	-3.8121E-10	-2.4224E-10	1.2636E-8	1.1832E-5	1.1830E-5	6.8529E-7	6.8423E-7	3.6824E-6	3.7379E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183456	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	300	300	-3.7762E-6	-7.6816E-1	-3.0207E-5	-3.0210E-5	3.3103E-7	1.8070E-6	6.6426E-1	1.4460E-5	1.4456E-5	1.4768E-7	4.4025E-6	2.3363E+0	3.5211E-5	3.5220E-5	2.7272E-8	6	-3.8121E-10	-2.4224E-10	1.2636E-8
Z42A	300	-5.1037E-6	-1.1148E-6	1.3794E-6	0.00	90.00	0.00	0.00	192.32	14.79	5.4031E-6	-5.1037E-5	-1.1148E-5	1.3794E-5	2.0939E-7	8.2542E-8	9.2949E-8	02/28/23 1435	192.32	14.79	-6.2296E-10	-3.9586E-10	2.0649E-8	1.1832E-5	1.1830E-5	6.8529E-7	6.8423E-7	3.6824E-6	3.7379E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183457	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	300	300	-5.1037E-6	-1.6382E+0	-5.1017E-5	-5.1037E-5	2.0939E-7	-1.1148E-6	-4.5863E-1	-1.1142E-5	-1.1148E-5	8.2542E-8	1.3794E-6	1.0498E+0	1.3791E-5	1.3794E-5	9.2949E-8	6	-6.2296E-10	-3.9586E-10	2.0649E-8
Z50A	300	2.3286E-7	-1.1967E-9	-4.6327E-7	0.00	90.00	0.00	0.00	359.71	-63.31	5.1850E-7	2.3286E-6	-1.1967E-8	-4.6327E-6	1.0611E-8	1.5668E-9	1.4599E-7	02/28/23 1435	359.71	-63.31	-8.6419E-10	-5.4915E-10	2.8645E-8	1.1832E-5	1.1830E-5	6.8529E-7	6.8423E-7	3.6824E-6	3.7379E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183458	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	300	300	2.3286E-7	5.9216E-1	2.3322E-6	2.3286E-6	1.0611E-8	-1.1967E-9	2.9627E-2	-1.0108E-8	-1.1967E-8	1.5668E-9	-4.6327E-7	-5.5920E-2	-4.6185E-6	-4.6327E-6	1.4599E-7	6	-8.6419E-10	-5.4915E-10	2.8645E-8
Z34A1	300	-3.5354E-6	-2.8058E-6	-1.0554E-7	0.00	90.00	0.00	0.00	218.44	-1.34	4.5147E-6	-3.5354E-5	-2.8058E-5	-1.0554E-6	1.5537E-7	3.3774E-8	2.2451E-8	02/28/23 1435	218.44	-1.34	-1.1057E-9	-7.0262E-10	3.6650E-8	1.1832E-5	1.1830E-5	6.8529E-7	6.8423E-7	3.6824E-6	3.7379E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183459	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	300	300	-3.5354E-6	-9.8303E-1	-3.5346E-5	-3.5354E-5	1.5537E-7	-2.8058E-6	-1.2004E+0	-2.8054E-5	-2.8058E-5	3.3774E-8	-1.0554E-7	1.5896E-1	-1.0408E-6	-1.0554E-6	2.2451E-8	6	-1.1057E-9	-7.0262E-10	3.6650E-8
Z6-Ps-0,5m1	350	-3.0612E-6	1.4520E-6	4.0023E-6	0.00	90.00	0.00	0.00	154.62	49.75	5.2438E-6	-2.4490E-5	1.1616E-5	3.2019E-5	2.5665E-7	1.2006E-7	8.4611E-8	02/28/23 1435	154.62	49.75	-2.7230E-11	-5.6236E-10	1.2630E-8	7.8958E-6	7.8956E-6	-9.2108E-7	-9.2355E-7	3.7031E-6	3.7585E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183457	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	350	350	-3.0612E-6	-6.9350E-1	-2.4486E-5	-2.4490E-5	2.5665E-7	1.4520E-6	4.6916E-1	1.1619E-5	1.1616E-5	1.2006E-7	4.0023E-6	2.1452E+0	3.2010E-5	3.2019E-5	8.4611E-8	6	-2.7230E-11	-5.6236E-10	1.2630E-8
Z42A	350	-4.1054E-6	-9.2330E-7	1.0604E-6	0.00	90.00	0.00	0.00	192.67	14.14	4.3395E-6	-4.1054E-5	-9.2330E-6	1.0604E-5	8.3870E-8	6.6589E-8	6.1251E-8	02/28/23 1435	192.67	14.14	-4.4479E-11	-9.1860E-10	2.0630E-8	7.8958E-6	7.8956E-6	-9.2108E-7	-9.2355E-7	3.7031E-6	3.7585E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183458	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	350	350	-4.1054E-6	-1.3853E+0	-4.1034E-5	-4.1054E-5	8.3870E-8	-9.2330E-7	-4.4518E-1	-9.2277E-6	-9.2330E-6	6.6589E-8	1.0604E-6	8.5940E-1	1.0601E-5	1.0604E-5	6.1251E-8	6	-4.4479E-11	-9.1860E-10	2.0630E-8
Z50A	350	1.4061E-7	-4.6276E-8	-3.3037E-7	0.00	90.00	0.00	0.00	341.78	-65.86	3.6202E-7	1.4061E-6	-4.6276E-7	-3.3037E-6	1.1620E-8	5.7116E-9	1.7855E-8	02/28/23 1435	341.78	-65.86	-6.1744E-11	-1.2752E-9	2.8638E-8	7.8958E-6	7.8956E-6	-9.2108E-7	-9.2355E-7	3.7031E-6	3.7585E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183459	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	350	350	1.4061E-7	3.8914E-1	1.4105E-6	1.4061E-6	1.1620E-8	-4.6276E-8	-6.0707E-2	-4.6162E-7	-4.6276E-7	5.7116E-9	-3.3037E-7	2.5122E-2	-3.2895E-6	-3.3037E-6	1.7855E-8	6	-6.1744E-11	-1.2752E-9	2.8638E-8
Z34A1	350	-2.2126E-6	-1.5881E-6	-7.5723E-8	0.00	90.00	0.00	0.00	215.67	-1.59	2.7246E-6	-2.2126E-5	-1.5881E-5	-7.5723E-7	1.7232E-7	1.2738E-7	1.5109E-8	02/28/23 1435	215.67	-1.59	-7.8978E-11	-1.6311E-9	3.6631E-8	7.8958E-6	7.8956E-6	-9.2108E-7	-9.2355E-7	3.7031E-6	3.7585E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183460	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	350	350	-2.2126E-6	-5.9448E-1	-2.2118E-5	-2.2126E-5	1.7232E-7	-1.5881E-6	-7.3686E-1	-1.5878E-5	-1.5881E-5	1.2738E-7	-7.5723E-8	1.7808E-1	-7.4270E-7	-7.5723E-7	1.5109E-8	6	-7.8978E-11	-1.6311E-9	3.6631E-8
Z6-Ps-0,5m1	400	-2.8982E-6	1.4298E-6	3.0698E-6	0.00	90.00	0.00	0.00	153.74	43.53	4.4572E-6	-2.3185E-5	1.1438E-5	2.4558E-5	1.8438E-7	1.1272E-7	4.8231E-8	02/28/23 1435	153.74	43.53	-6.8112E-10	1.3850E-10	1.2845E-8	-1.1340E-6	-1.1370E-6	1.2860E-6	1.2866E-6	3.7295E-6	3.7859E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183458	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	400	400	-2.8982E-6	-1.0167E+0	-2.3182E-5	-2.3185E-5	1.8438E-7	1.4298E-6	5.5832E-1	1.1442E-5	1.1438E-5	1.1272E-7	3.0698E-6	1.6989E+0	2.4550E-5	2.4558E-5	4.8231E-8	6	-6.8112E-10	1.3850E-10	1.2845E-8
Z42A	400	-3.7637E-6	-7.0800E-7	1.0731E-6	0.00	90.00	0.00	0.00	190.65	15.65	3.9772E-6	-3.7637E-5	-7.0800E-6	1.0731E-5	3.6942E-7	4.4355E-8	6.6740E-8	02/28/23 1435	190.65	15.65	-1.1125E-9	2.2621E-10	2.0980E-8	-1.1340E-6	-1.1370E-6	1.2860E-6	1.2866E-6	3.7295E-6	3.7859E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183459	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	400	400	-3.7637E-6	-1.6201E+0	-3.7617E-5	-3.7637E-5	3.6942E-7	-7.0800E-7	-2.5378E-1	-7.0735E-6	-7.0800E-6	4.4355E-8	1.0731E-6	8.6871E-1	1.0728E-5	1.0731E-5	6.6740E-8	6	-1.1125E-9	2.2621E-10	2.0980E-8
Z50A	400	-3.5717E-8	-6.4682E-8	-3.0407E-7	0.00	90.00	0.00	0.00	241.09	-76.34	3.1292E-7	-3.5717E-7	-6.4682E-7	-3.0407E-6	1.0726E-8	3.6717E-9	1.8271E-8	02/28/23 1435	241.09	-76.34	-1.5432E-9	3.1379E-10	2.9102E-8	-1.1340E-6	-1.1370E-6	1.2860E-6	1.2866E-6	3.7295E-6	3.7859E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183460	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	400	400	-3.5717E-8	-6.2302E-2	-3.5430E-7	-3.5717E-7	1.0726E-8	-6.4682E-8	2.8210E-2	-6.4410E-7	-6.4682E-7	3.6717E-9	-3.0407E-7	4.2633E-2	-3.0261E-6	-3.0407E-6	1.8271E-8	6	-1.5432E-9	3.1379E-10	2.9102E-8
Z34A1	400	-1.9083E-6	-1.4245E-6	-6.8482E-8	0.00	90.00	0.00	0.00	216.74	-1.65	2.3823E-6	-1.9083E-5	-1.4245E-5	-6.8482E-7	1.4100E-7	1.0981E-7	1.3106E-8	02/28/23 1435	216.74	-1.65	-1.9744E-9	4.0148E-10	3.7235E-8	-1.1340E-6	-1.1370E-6	1.2860E-6	1.2866E-6	3.7295E-6	3.7859E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183461	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	400	400	-1.9083E-6	-8.4500E-1	-1.9076E-5	-1.9083E-5	1.4100E-7	-1.4245E-6	-5.6812E-1	-1.4240E-5	-1.4245E-5	1.0981E-7	-6.8482E-8	1.8416E-1	-6.6969E-7	-6.8482E-7	1.3106E-8	6	-1.9744E-9	4.0148E-10	3.7235E-8
Z6-Ps-0,5m1	500	-2.3248E-6	1.3718E-6	2.4019E-6	0.00	90.00	0.00	0.00	149.46	41.66	3.6133E-6	-1.8599E-5	1.0975E-5	1.9215E-5	1.7884E-7	1.1210E-7	1.1211E-8	02/28/23 1435	149.46	41.66	-1.3625E-10	1.5585E-10	1.2393E-8	1.5174E-6	1.5168E-6	-7.5335E-7	-7.5267E-7	3.8105E-6	3.8649E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183459	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	500	500	-2.3248E-6	-7.1386E-1	-1.8595E-5	-1.8599E-5	1.7884E-7	1.3718E-6	4.4854E-1	1.0979E-5	1.0975E-5	1.1210E-7	2.4019E-6	1.3828E+0	1.9207E-5	1.9215E-5	1.1211E-8	6	-1.3625E-10	1.5585E-10	1.2393E-8
Z42A	500	-2.7798E-6	-3.2459E-7	5.2145E-7	0.00	90.00	0.00	0.00	186.66	10.55	2.8468E-6	-2.7798E-5	-3.2459E-6	5.2145E-6	8.4357E-8	1.6450E-8	2.3446E-8	02/28/23 1435	186.66	10.55	-2.2238E-10	2.5436E-10	2.0226E-8	1.5174E-6	1.5168E-6	-7.5335E-7	-7.5267E-7	3.8105E-6	3.8649E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183460	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	500	500	-2.7798E-6	-1.0977E+0	-2.7778E-5	-2.7798E-5	8.4357E-8	-3.2459E-7	-1.7508E-1	-3.2393E-6	-3.2459E-6	1.6450E-8	5.2145E-7	5.4220E-1	5.2109E-6	5.2145E-6	2.3446E-8	6	-2.2238E-10	2.5436E-10	2.0226E-8
Z50A	500	9.3355E-8	5.6443E-9	-7.1658E-8	0.00	90.00	0.00	0.00	3.46	-37.46	1.1782E-7	9.3355E-7	5.6443E-8	-7.1658E-7	1.1468E-8	8.4971E-10	4.0149E-9	02/28/23 1435	3.46	-37.46	-3.0863E-10	3.5302E-10	2.8071E-8	1.5174E-6	1.5168E-6	-7.5335E-7	-7.5267E-7	3.8105E-6	3.8649E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183461	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	500	500	9.3355E-8	1.0273E-1	9.3766E-7	9.3355E-7	1.1468E-8	5.6443E-9	-3.0403E-2	5.9204E-8	5.6443E-8	8.4971E-10	-7.1658E-8	1.8701E-1	-7.0299E-7	-7.1658E-7	4.0149E-9	6	-3.0863E-10	3.5302E-10	2.8071E-8
